geo	year	month	backing_unsafely_mtd	brake_lights_defect_or_improper_mtd	bus_lane_driving_in_mtd	cell_phone_mtd	commercial_veh_on_pkwy_mtd	defective_brakes_mtd	disobey_sign_mtd	equipment_other_mtd	fail_to_keep_right_mtd	fail_to_signal_mtd	fail_to_stop_on_signal_mtd	following_too_closely_mtd	headlights_defect_or_improper_mtd	improper_lights_mtd	improper_passing_mtd	improper_turn_mtd	improper_missing_plates_mtd	not_giving_r_of_w_to_pedes_mtd	not_giving_r_of_w_to_veh_mtd	one_way_street_mtd	pavement_markings_mtd	safety_belt_mtd	school_bus_passing_stopped_mtd	speeding_mtd	spillback_mtd	tinted_windows_mtd	truck_routes_mtd	u_turn_mtd	uninspected_mtd	uninsured_mtd	unlicensed_operator_mtd	unregistered_mtd	unsafe_lane_change_mtd	other_movers_mtd	total_movers_mtd	backing_unsafely_ytd	brake_lights_defect_or_improper_ytd	bus_lane_driving_in_ytd	cell_phone_ytd	commercial_veh_on_pkwy_ytd	defective_brakes_ytd	disobey_sign_ytd	equipment_other_ytd	fail_to_keep_right_ytd	fail_to_signal_ytd	fail_to_stop_on_signal_ytd	following_too_closely_ytd	headlights_defect_or_improper_ytd	improper_lights_ytd	improper_passing_ytd	improper_turn_ytd	improper_missing_plates_ytd	not_giving_r_of_w_to_pedes_ytd	not_giving_r_of_w_to_veh_ytd	one_way_street_ytd	pavement_markings_ytd	safety_belt_ytd	school_bus_passing_stopped_ytd	speeding_ytd	spillback_ytd	tinted_windows_ytd	truck_routes_ytd	u_turn_ytd	uninspected_ytd	uninsured_ytd	unlicensed_operator_ytd	unregistered_ytd	unsafe_lane_change_ytd	other_movers_ytd	total_movers_ytd
49th Precinct	2012	2	3	55	0	41	0	0	174	0	2	0	8	0	44	0	1	26	0	14	0	2	0	104	2	16	1	34	7	0	6	46	62	8	2	11	669	4	103	0	54	0	0	356	0	2	0	9	0	80	0	1	64	0	19	1	2	0	129	3	20	3	83	12	0	12	94	121	13	2	29	1216
50th Precinct	2012	2	0	12	0	208	0	0	87	5	0	3	5	0	17	0	0	7	0	0	1	4	0	187	3	0	0	21	0	1	0	32	14	2	0	4	613	0	28	0	331	0	0	251	22	0	23	13	0	33	0	0	16	0	0	1	4	9	268	3	11	0	37	0	2	0	56	30	3	0	22	1163
52nd Precinct	2012	2	1	38	0	110	0	0	16	2	0	9	20	0	94	0	1	166	9	2	1	1	32	74	6	3	3	179	0	13	10	55	95	33	2	12	987	1	62	0	256	1	0	40	5	0	22	45	0	155	0	3	383	14	3	1	2	56	155	7	3	4	351	3	17	54	122	193	61	4	38	2061
60th Precinct	2012	2	0	3	0	166	0	0	164	0	0	10	34	0	4	0	1	26	0	7	2	5	23	88	7	40	0	144	14	3	1	22	43	1	6	70	884	0	23	0	266	0	0	301	0	0	16	61	1	21	0	2	67	2	13	9	8	47	149	7	44	0	276	14	7	1	37	77	3	10	112	1574
61st Precinct	2012	2	0	0	0	145	0	0	12	1	0	5	13	0	10	1	0	0	0	24	0	1	1	319	3	12	0	73	18	0	0	36	16	2	2	92	786	0	5	0	308	0	0	26	3	0	10	22	1	14	2	1	19	1	53	0	1	3	541	3	20	0	155	41	1	1	84	30	4	4	106	1459
62nd Precinct	2012	2	2	48	0	206	0	8	101	1	0	20	71	0	7	0	2	46	3	14	1	7	46	172	10	0	0	86	73	2	1	75	50	9	0	37	1098	3	87	0	454	0	8	187	1	0	29	149	1	17	2	7	97	6	24	3	26	82	357	11	0	0	184	79	4	1	146	103	18	0	79	2165
63rd Precinct	2012	2	3	6	0	181	0	0	151	0	0	24	37	1	1	0	7	19	0	8	0	1	8	146	6	0	0	105	15	0	0	4	37	0	5	2	767	5	6	0	358	0	0	290	0	2	27	74	1	1	0	15	61	0	20	0	3	18	292	10	5	2	175	17	0	0	7	62	0	7	11	1469
66th Precinct	2012	2	1	10	0	110	0	0	130	0	0	16	27	0	3	0	0	5	1	31	1	0	0	179	15	2	0	23	47	0	4	55	47	11	0	39	757	2	32	0	229	0	0	267	0	0	35	49	0	8	0	0	59	4	44	3	0	1	376	17	10	0	46	83	0	9	142	105	19	0	80	1620
67th Precinct	2012	2	7	32	0	175	0	0	56	0	0	18	49	0	34	2	0	0	3	0	1	0	8	173	2	0	1	534	26	35	17	181	83	17	7	55	1516	9	65	0	329	0	0	108	0	0	40	99	0	110	2	2	0	10	0	2	2	18	320	4	0	3	928	48	57	68	310	164	30	10	112	2850
68th Precinct	2012	2	0	64	0	150	0	0	120	1	1	10	45	0	52	0	0	8	3	14	1	2	0	229	17	6	0	73	88	1	1	87	50	3	5	28	1059	0	80	0	287	0	0	176	1	1	13	88	1	95	0	0	92	3	25	1	3	0	315	17	9	0	107	108	6	1	138	91	5	7	36	1706
69th Precinct	2012	2	4	94	0	132	0	0	54	5	0	0	24	0	56	3	4	22	2	3	2	0	3	124	12	9	1	117	16	0	5	73	50	9	0	17	841	4	195	0	266	0	0	102	7	0	0	49	0	122	20	19	112	6	10	7	0	15	224	13	28	2	174	20	0	11	154	98	27	0	37	1722
70th Precinct	2012	2	0	0	0	329	0	0	225	1	0	0	46	0	0	55	4	174	0	16	6	8	0	272	13	4	13	149	5	0	3	112	91	20	8	205	1759	2	0	0	704	0	0	358	1	1	1	117	1	0	146	8	381	1	39	14	27	0	471	15	14	19	311	5	0	8	212	197	54	17	385	3509
71st Precinct	2012	2	3	116	0	238	0	0	474	1	0	48	88	0	65	1	6	43	10	8	4	6	61	147	13	10	5	218	30	3	14	147	96	47	0	23	1925	8	233	0	454	0	0	853	1	0	96	175	1	186	1	16	115	15	26	12	12	130	289	14	26	6	448	30	5	40	303	242	83	1	42	3863
72nd Precinct	2012	2	1	23	0	79	0	0	114	7	0	12	40	0	37	1	0	26	19	10	1	2	49	49	4	11	4	26	0	10	2	39	60	19	3	25	673	3	77	0	171	0	0	196	9	0	23	74	1	92	2	2	71	32	17	1	2	84	106	7	20	8	49	0	20	5	71	121	45	6	36	1351
73rd Precinct	2012	2	1	190	0	228	0	0	147	21	0	35	45	0	83	0	3	26	16	2	3	2	53	77	7	4	3	105	0	0	37	170	112	25	2	39	1436	2	365	0	411	0	0	269	27	0	72	89	0	198	0	8	57	32	6	11	8	99	163	9	24	14	250	0	0	109	342	226	46	4	65	2906
75th Precinct	2012	2	3	0	0	131	0	0	126	0	0	38	67	2	0	0	7	72	20	13	1	2	90	181	11	20	1	480	2	0	41	300	184	66	13	827	2698	8	48	0	255	0	0	243	0	0	92	142	2	38	11	14	108	24	21	1	5	132	403	12	38	3	899	5	0	125	535	331	123	21	1443	5082
76th Precinct	2012	2	1	25	0	299	0	0	21	0	0	5	11	0	27	0	0	20	0	0	0	7	53	253	0	0	1	33	1	0	0	21	26	7	0	6	817	1	51	0	493	0	1	33	6	0	13	20	0	51	0	1	53	0	0	0	17	80	422	0	0	4	65	7	0	1	36	42	8	2	20	1427
77th Precinct	2012	2	2	22	0	98	0	0	59	7	0	6	40	0	44	0	1	4	2	1	1	4	6	66	17	5	5	94	0	3	3	28	30	12	0	14	574	4	54	0	234	0	0	141	25	0	9	112	1	69	0	4	4	3	1	1	7	6	135	19	23	11	179	1	5	4	70	81	25	3	26	1257
78th Precinct	2012	2	2	2	0	175	0	0	15	0	0	20	80	0	14	0	2	6	1	27	1	5	9	134	2	16	24	119	18	3	1	10	29	4	4	14	737	6	14	0	291	0	0	27	1	0	32	161	1	37	0	6	7	1	34	1	6	29	171	5	38	29	232	21	3	1	17	45	9	8	33	1266
79th Precinct	2012	2	5	63	0	79	0	0	315	0	0	0	42	1	39	0	4	45	6	3	1	1	10	75	16	20	1	68	11	23	13	47	56	31	0	29	1004	9	136	0	183	0	0	645	1	0	0	100	1	88	0	11	107	19	5	6	4	18	145	16	21	4	139	25	53	29	80	103	59	0	41	2048
81st Precinct	2012	2	0	53	0	231	0	0	93	2	0	24	34	1	84	0	1	0	0	14	0	4	2	116	12	1	2	130	0	5	7	57	46	11	1	4	935	3	111	0	424	0	3	139	3	0	48	56	2	153	0	4	9	0	18	2	5	4	266	13	1	16	229	0	8	9	119	113	23	1	9	1791
83rd Precinct	2012	2	0	47	0	90	0	0	288	3	1	23	49	0	24	9	1	5	1	0	2	11	4	46	8	0	2	26	12	0	3	55	133	19	0	8	870	7	88	0	187	0	0	635	6	1	41	95	2	64	18	2	14	7	5	4	23	12	103	9	0	2	58	22	0	14	135	291	34	2	13	1894
84th Precinct	2012	2	0	11	0	105	0	9	114	0	0	38	0	5	71	0	42	110	2	8	0	52	105	68	21	0	0	52	10	9	17	76	50	13	0	67	1055	0	31	0	225	0	13	251	0	0	67	0	5	185	0	53	285	2	13	0	85	215	184	21	0	1	145	14	11	50	199	124	35	0	112	2326
88th Precinct	2012	2	0	11	0	153	0	0	174	0	0	3	46	0	12	0	0	23	1	0	0	5	24	102	12	5	0	22	1	0	2	45	45	11	0	30	727	0	19	0	279	0	0	341	0	0	3	74	0	31	0	2	38	1	0	0	9	50	178	12	8	0	38	1	1	3	95	73	21	0	58	1335
90th Precinct	2012	2	0	19	1	137	0	0	143	0	0	5	39	0	16	5	8	11	0	3	0	24	5	74	15	0	0	22	23	0	5	40	34	1	0	40	670	3	44	1	391	4	0	295	2	0	13	95	1	41	15	14	43	0	8	0	37	5	236	16	23	0	66	36	6	17	83	74	3	0	62	1634
94th Precinct	2012	2	0	28	0	106	0	0	148	3	0	14	46	1	20	0	0	44	4	0	2	9	16	85	2	41	0	68	14	0	4	38	52	5	1	13	764	3	45	0	265	0	0	274	15	0	21	97	1	47	1	0	114	5	0	3	12	42	185	2	68	0	111	65	0	6	69	103	11	1	25	1591
100th Precinct	2012	2	0	9	0	85	0	0	85	0	0	0	23	0	32	0	12	21	0	2	3	0	19	86	4	17	0	411	0	0	8	26	69	1	0	111	1024	0	23	0	166	0	0	184	0	0	0	58	1	64	0	22	53	0	6	4	0	41	178	5	29	0	653	0	0	24	58	155	7	0	165	1896
101st Precinct	2012	2	2	51	0	118	0	0	56	15	1	11	15	0	49	2	4	3	1	3	1	3	8	124	5	3	0	26	3	0	14	101	83	5	1	20	728	3	112	0	225	0	0	107	27	1	14	47	0	92	2	7	5	3	5	1	6	52	206	7	38	0	45	5	0	44	204	153	13	1	45	1470
102nd Precinct	2012	2	1	16	0	171	0	1	168	0	0	5	34	0	13	1	3	33	3	4	1	2	0	187	8	18	0	85	1	0	1	48	44	7	0	47	902	1	37	0	319	0	1	337	0	0	11	56	0	26	1	6	58	4	9	2	4	4	328	9	20	0	153	6	1	5	114	85	15	0	55	1667
103rd Precinct	2012	2	2	8	0	152	0	0	356	0	1	27	22	0	2	3	3	41	5	27	4	4	16	168	8	6	5	751	13	34	3	35	94	8	2	59	1859	2	26	0	307	0	0	665	0	2	58	59	0	9	7	6	94	12	74	9	13	40	379	9	17	11	1291	26	78	16	89	208	24	3	108	3642
104th Precinct	2012	2	1	0	0	66	0	0	48	0	0	1	7	0	0	0	0	0	0	12	0	0	1	133	15	0	0	84	27	0	0	31	48	0	0	71	545	1	0	0	207	0	0	107	0	0	3	19	0	0	0	1	2	0	27	0	1	6	331	15	21	0	191	84	0	0	91	133	0	0	217	1457
105th Precinct	2012	2	0	81	0	205	1	0	111	2	1	20	41	1	53	1	15	46	0	11	1	1	116	440	24	38	0	257	55	3	50	243	136	32	0	123	2108	0	158	0	360	1	0	166	2	1	29	53	2	105	2	19	54	1	17	1	2	163	744	24	59	0	434	83	5	99	433	214	48	1	154	3434
106th Precinct	2012	2	3	0	0	75	0	0	51	0	2	0	83	1	0	114	2	121	0	4	6	0	13	128	3	18	1	118	7	0	5	117	67	5	18	19	981	4	0	0	141	0	0	93	0	2	0	188	1	0	197	3	256	0	8	9	3	28	241	5	38	2	260	14	0	18	216	117	13	25	71	1953
107th Precinct	2012	2	2	58	0	135	0	0	89	4	0	6	14	0	30	9	0	190	0	1	3	3	9	195	7	33	0	63	0	0	3	71	62	7	1	8	1003	2	118	0	292	0	0	191	5	0	12	31	0	60	20	2	423	0	6	4	4	22	500	7	50	0	166	0	0	3	131	134	12	1	22	2218
108th Precinct	2012	2	3	23	0	166	0	0	141	5	1	5	39	0	30	2	0	147	0	5	9	8	1	181	9	42	4	8	20	0	9	24	40	5	2	55	984	5	42	0	368	0	0	316	5	1	17	74	2	62	4	1	335	0	29	21	11	5	357	9	57	4	27	58	0	24	59	109	21	6	117	2146
109th Precinct	2012	2	1	8	0	551	0	0	496	0	0	14	114	1	7	1	1	47	6	37	8	3	20	389	21	16	2	157	34	7	15	54	134	22	1	134	2301	2	9	0	976	0	0	906	6	1	29	238	1	8	1	3	78	14	89	12	9	31	660	23	44	6	309	64	8	33	86	247	41	4	259	4197
110th Precinct	2012	2	3	16	0	297	0	0	149	0	0	17	71	0	10	7	3	3	5	50	1	9	23	390	7	395	1	120	29	5	11	93	164	10	4	71	1964	6	25	0	511	0	0	233	0	0	32	114	0	20	21	3	6	8	85	1	17	29	739	7	806	1	169	50	10	26	189	299	22	6	105	3540
111th Precinct	2012	2	0	0	0	273	0	0	27	0	0	10	12	0	0	4	0	3	0	1	0	1	29	419	6	6	0	123	8	8	6	15	67	4	2	28	1052	0	2	0	618	0	0	42	0	0	18	19	0	0	5	0	4	0	11	0	1	64	751	12	12	0	212	13	10	20	29	118	7	4	57	2029
112th Precinct	2012	2	0	4	0	162	0	0	153	0	0	7	33	1	1	0	0	1	2	24	1	2	3	319	18	3	0	22	8	0	0	65	46	5	0	32	912	1	5	0	331	0	0	378	1	0	9	59	2	4	0	1	2	6	29	2	8	7	543	18	18	0	47	14	0	4	135	88	12	1	89	1814
113th Precinct	2012	2	2	119	0	194	0	0	155	0	0	0	47	2	9	9	2	207	0	2	3	0	23	99	5	2	5	1169	13	0	12	117	150	27	0	172	2545	3	234	0	313	0	0	230	0	0	0	89	4	30	45	7	393	0	2	4	0	47	181	5	19	5	2090	19	0	20	218	260	44	0	246	4508
114th Precinct	2012	2	0	0	0	323	0	0	213	0	0	12	57	1	0	20	0	1	0	27	0	5	11	249	11	8	2	79	57	0	5	65	70	0	0	43	1259	2	0	0	791	0	0	540	3	2	40	115	2	0	38	5	5	0	52	6	10	30	507	11	46	2	195	77	0	32	129	166	2	0	73	2881
115th Precinct	2012	2	3	35	0	245	0	0	100	15	0	16	94	0	37	22	4	26	0	11	1	32	12	251	2	6	5	127	1	21	12	244	328	18	0	185	1853	5	62	0	505	13	0	259	25	1	42	173	0	67	77	11	29	8	66	3	77	38	575	2	32	6	243	8	64	42	540	678	49	0	341	4041
120th Precinct	2012	2	2	59	0	198	0	0	82	44	1	38	62	1	86	0	6	13	11	2	3	9	34	188	14	60	0	104	0	4	30	97	195	30	1	77	1451	5	146	0	390	0	0	136	91	1	62	136	1	216	0	11	19	25	6	3	14	101	342	15	130	1	220	0	6	69	198	336	54	3	150	2887
122nd Precinct	2012	2	0	127	0	208	3	0	114	28	0	58	50	8	84	0	1	11	15	5	19	3	47	118	10	82	5	167	0	22	10	90	98	21	9	155	1568	0	223	0	444	8	1	238	42	0	94	73	10	174	0	6	11	32	13	25	9	76	244	20	124	6	314	2	30	18	160	167	39	15	315	2933
123rd Precinct	2012	2	0	32	0	90	0	0	33	16	0	43	51	1	45	33	1	34	2	0	0	5	8	204	2	256	0	114	2	0	14	104	76	29	0	9	1204	0	76	0	140	0	2	65	17	3	56	82	1	84	45	4	65	3	0	4	5	20	343	2	493	0	235	2	1	60	220	139	44	2	25	2238
Citywide	2012	2	105	2672	597	12450	53	66	13839	893	28	1280	3517	108	2574	349	495	6050	206	973	222	429	1953	12003	852	6872	556	10160	954	404	597	4911	5168	1034	354	7552	100276	203	5347	2122	25060	154	90	27607	1827	64	2474	7293	227	5481	794	901	12147	409	2226	417	883	3851	22586	975	13555	1036	19691	1719	760	1685	9789	10255	2082	691	13524	197925
Transportation Bureau	2012	2	5	89	543	632	44	0	3956	574	0	273	479	61	87	5	312	1746	8	68	59	14	509	980	3	4986	148	1423	44	3	69	258	506	124	79	3243	21330	15	182	2052	1773	116	0	8553	1193	2	561	1094	137	189	8	476	3151	15	158	121	25	1042	1984	13	9929	263	3154	107	5	202	528	1048	255	160	5711	44222
Housing Bureau	2012	2	0	3	0	0	0	0	4	0	2	2	1	0	3	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	1	2	1	1	5	29	0	5	0	0	0	0	6	0	2	2	3	0	4	0	0	0	4	0	0	1	0	3	1	0	0	0	0	1	0	2	6	1	1	7	49
Patrol Bureau	2012	2	100	2580	54	11818	9	66	9879	319	26	1005	3035	47	2484	344	183	4304	197	905	163	415	1444	11021	848	1886	408	8737	910	401	528	4652	4660	909	274	4304	78915	188	5160	70	23287	38	90	19048	634	60	1911	6194	90	5288	786	425	8996	390	2068	296	857	2809	20599	961	3626	773	16537	1612	754	1483	9259	9201	1826	530	7799	153645
Brooklyn North	2012	2	11	444	1	1358	0	9	1607	36	1	186	408	10	393	14	67	340	52	44	10	114	315	890	121	96	14	1067	73	40	132	856	742	194	17	1071	10733	39	941	1	2854	4	16	3233	79	1	366	860	15	914	45	112	779	93	77	28	195	583	1998	129	206	51	2114	169	84	366	1727	1519	380	32	1854	21864
Brooklyn South	2012	2	24	423	0	2385	0	8	1637	17	1	188	565	1	310	63	26	395	42	162	20	44	261	2285	104	110	49	1700	351	57	49	862	678	149	40	613	13619	43	868	0	4610	0	9	2924	30	4	335	1138	9	754	175	79	1134	81	305	53	107	507	4033	123	214	73	3150	473	103	147	1657	1377	305	72	1089	25981
Bronx	2012	2	18	344	0	1210	1	21	1099	67	8	65	328	15	532	5	7	698	32	75	43	15	192	1254	73	360	23	1463	17	67	54	532	692	147	27	285	9769	28	628	0	2204	4	21	2154	133	21	143	607	23	1036	8	20	1405	47	91	50	26	331	2146	101	674	33	2925	43	109	151	1104	1320	295	41	544	18466
Manhattan North	2012	2	14	489	4	1857	4	22	1139	41	5	93	395	3	402	3	13	574	20	188	15	77	144	1141	255	284	44	312	162	60	27	326	287	86	57	365	8908	21	929	6	3567	8	35	2340	107	8	208	856	6	802	11	74	1130	38	677	26	167	327	2106	284	444	56	637	330	108	94	685	607	176	98	716	17684
Manhattan South	2012	2	8	234	49	1294	0	5	1770	29	4	183	470	1	359	31	13	1349	1	208	11	75	139	1183	116	27	248	210	29	73	58	436	290	97	92	551	9643	15	496	63	2648	0	5	3204	61	11	333	1050	10	761	82	22	2656	15	384	28	168	257	2167	119	35	516	457	72	137	168	787	572	203	215	982	18699
Queens North	2012	2	11	86	0	2083	0	0	1327	20	1	82	427	3	85	56	8	228	13	167	20	60	100	2331	89	476	14	720	184	41	58	591	897	64	9	619	10870	22	145	0	4307	13	0	2781	40	5	190	811	7	161	146	25	461	36	388	45	134	210	4463	97	1036	19	1393	368	92	181	1258	1838	154	21	1258	22105
Queens South	2012	2	12	342	0	1135	1	1	1071	21	5	69	279	4	188	139	41	662	9	54	22	13	204	1427	64	135	11	2880	92	37	96	758	705	92	22	559	11150	15	708	0	2123	1	1	1973	34	6	124	581	8	386	274	72	1336	20	127	34	32	397	2757	71	270	18	5092	153	84	229	1463	1326	176	31	866	20788
Staten Island	2012	2	2	218	0	496	3	0	229	88	1	139	163	10	215	33	8	58	28	7	22	17	89	510	26	398	5	385	2	26	54	291	369	80	10	241	4223	5	445	0	974	8	3	439	150	4	212	291	12	474	45	21	95	60	19	32	28	197	929	37	747	7	769	4	37	147	578	642	137	20	490	8058
Transit Bureau	2012	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9
1st Precinct	2012	3	0	47	0	283	0	0	161	30	1	7	73	0	62	0	5	60	4	13	1	5	13	186	0	13	2	59	0	2	10	126	38	14	9	50	1274	1	135	43	631	0	0	458	67	1	15	194	1	210	7	13	163	8	46	3	22	60	385	4	24	4	161	0	5	19	248	113	35	19	122	3217
5th Precinct	2012	3	0	9	0	44	0	0	333	1	0	2	28	1	30	0	1	137	1	8	3	1	22	40	2	4	43	21	0	11	0	12	29	13	0	48	844	1	29	0	126	0	0	818	7	0	14	91	3	103	0	8	427	1	28	14	10	55	96	6	16	59	58	0	30	0	40	79	33	12	165	2329
6th Precinct	2012	3	1	3	0	146	0	0	119	0	0	3	33	1	49	0	0	28	0	9	8	3	21	120	0	0	1	1	0	0	0	14	14	4	4	8	590	2	26	0	457	0	0	336	1	1	4	124	2	119	1	0	154	1	28	9	6	135	401	7	4	1	4	0	7	1	32	49	5	7	25	1949
7th Precinct	2012	3	0	0	0	170	0	0	63	0	1	1	59	0	0	17	1	61	2	26	0	0	0	57	3	3	38	36	10	0	2	11	16	3	1	32	613	0	0	0	423	0	0	222	0	2	7	183	2	0	71	2	268	2	60	1	0	0	187	20	3	96	114	28	0	12	34	49	6	3	91	1886
9th Precinct	2012	3	3	6	0	268	0	0	122	1	0	8	64	0	6	2	0	26	0	10	1	2	1	75	1	0	0	9	0	0	3	35	22	2	8	88	763	5	17	1	582	0	0	432	7	0	27	265	0	12	2	2	128	0	54	4	7	2	182	8	2	0	26	0	2	4	96	68	5	24	206	2170
10th Precinct	2012	3	2	18	0	156	0	0	34	0	1	10	32	0	33	7	0	18	0	6	0	18	1	256	1	0	9	29	12	0	25	32	43	12	7	48	810	5	68	0	457	0	0	155	0	4	28	83	1	101	26	1	142	0	35	0	36	4	692	10	6	18	91	32	5	95	90	124	36	26	167	2538
13th Precinct	2012	3	0	11	2	111	0	0	137	0	0	2	29	0	12	0	0	135	0	17	3	13	12	11	5	0	45	26	0	0	0	33	20	10	4	47	685	0	52	7	273	0	0	581	8	0	11	132	1	41	0	0	355	0	37	10	39	21	52	38	0	119	33	1	0	4	96	74	42	9	95	2131
MTS Precinct	2012	3	1	33	0	255	0	0	424	0	0	12	30	1	48	0	0	162	0	71	0	6	0	285	0	0	37	58	36	52	9	136	44	14	6	202	1922	5	126	0	657	0	0	1078	0	0	89	119	2	292	0	0	585	8	221	0	49	3	779	0	0	327	161	68	148	61	265	130	43	31	410	5657
17th Precinct	2012	3	2	35	25	97	0	0	86	3	0	127	39	1	28	0	20	146	0	51	8	8	29	92	1	4	24	33	2	1	0	118	22	19	69	66	1156	2	138	39	261	0	5	200	6	0	263	144	2	99	1	21	349	1	75	9	9	58	209	21	4	65	48	2	1	6	301	69	57	173	149	2787
MTN Precinct	2012	3	1	33	0	205	0	0	58	0	0	12	37	0	25	0	1	479	0	8	3	4	1	118	0	0	12	17	0	1	5	91	28	23	8	62	1232	4	100	0	516	0	0	461	0	6	59	139	0	77	0	3	1337	1	19	5	50	19	424	18	0	38	50	1	6	20	193	93	55	27	203	3924
19th Precinct	2012	3	1	116	6	262	0	4	439	0	0	38	153	0	45	1	0	244	3	74	0	67	0	123	3	4	12	178	2	7	8	109	44	10	13	30	1996	4	319	12	559	1	15	972	8	0	58	459	1	141	1	1	673	12	246	2	147	29	269	25	15	20	283	6	12	41	250	157	49	36	93	4916
20th Precinct	2012	3	0	24	0	264	0	0	121	22	0	8	41	0	30	0	1	11	2	8	0	11	2	117	5	0	0	15	39	3	2	17	25	3	6	46	823	0	66	0	751	0	0	319	35	0	43	157	1	109	2	1	30	7	59	1	54	18	320	45	2	3	41	88	6	4	61	62	11	18	109	2423
Central Park Precinct	2012	3	1	5	0	57	1	0	96	2	0	2	19	0	7	0	4	35	0	6	0	0	5	34	1	14	0	41	0	1	4	15	13	1	0	3	367	2	23	0	182	8	0	277	5	0	22	79	0	42	0	14	161	3	28	1	1	26	54	12	50	0	122	2	5	23	65	32	18	1	18	1276
23rd Precinct	2012	3	2	68	0	253	0	0	10	6	0	0	25	0	41	0	1	6	1	21	2	14	1	137	1	2	0	8	0	0	3	9	8	3	2	12	636	2	208	0	736	0	0	33	9	0	5	55	1	115	0	1	21	1	69	3	27	3	383	29	10	0	12	0	0	3	41	29	7	4	26	1833
24th Precinct	2012	3	0	15	0	212	0	0	181	0	0	23	21	0	10	0	0	7	0	9	2	10	0	88	4	1	2	5	4	1	0	33	25	4	7	31	695	5	43	0	516	0	0	459	4	0	38	48	0	50	0	0	19	0	50	2	19	2	184	25	8	2	25	9	1	0	70	58	15	14	125	1791
25th Precinct	2012	3	1	25	0	157	0	0	11	4	0	2	1	0	15	0	0	80	0	9	0	0	43	133	0	0	0	7	22	2	4	16	16	4	1	58	611	1	75	0	386	0	11	35	10	0	5	21	0	63	5	0	296	5	28	0	4	82	512	21	3	2	31	100	5	13	40	59	15	1	140	1969
26th Precinct	2012	3	3	38	0	148	0	2	36	0	1	5	18	0	22	0	2	39	0	21	2	1	33	74	3	48	53	28	0	4	0	30	29	3	9	64	716	4	124	0	401	0	7	91	0	4	9	75	0	125	1	3	134	3	84	18	5	107	150	24	231	91	94	0	21	0	104	83	18	26	153	2190
28th Precinct	2012	3	0	24	0	93	0	0	89	2	0	3	26	0	16	0	1	17	0	12	2	0	0	116	2	79	0	20	1	24	4	24	22	3	1	46	627	2	94	0	284	0	0	245	22	1	11	65	2	40	0	1	34	1	51	3	0	3	257	19	106	1	62	7	77	4	73	54	10	2	126	1657
30th Precinct	2012	3	0	32	0	187	0	4	134	14	0	8	45	0	15	0	9	46	0	15	1	1	33	99	3	0	0	7	12	1	0	14	33	1	1	11	726	3	75	0	435	0	6	384	30	0	33	153	0	49	1	69	150	4	74	3	3	82	249	29	42	0	36	84	3	2	43	94	5	2	57	2200
32nd Precinct	2012	3	3	34	0	188	0	2	210	6	0	22	25	0	51	2	1	56	4	12	3	0	40	155	0	16	0	162	30	9	7	71	34	17	3	31	1194	8	114	0	551	0	4	580	25	0	81	81	1	174	3	1	111	7	65	4	6	128	357	24	63	3	309	89	20	30	184	133	45	37	109	3347
33rd Precinct	2012	3	3	51	0	175	1	2	57	3	0	10	19	0	15	3	0	6	5	10	0	3	0	184	2	13	3	18	14	1	2	24	33	4	3	23	687	3	119	0	556	1	6	179	13	1	20	29	0	83	4	0	24	9	78	1	6	0	475	25	79	4	91	68	8	7	93	92	29	3	45	2151
34th Precinct	2012	3	0	55	0	98	0	0	59	27	1	5	14	0	25	0	0	5	2	9	1	0	0	78	0	1	0	24	6	0	2	14	14	7	0	26	473	1	156	0	304	0	0	209	32	4	9	41	0	103	0	2	29	3	51	1	2	4	234	30	13	0	44	7	3	3	37	50	14	0	96	1482
40th Precinct	2012	3	7	8	0	245	0	1	77	0	2	14	73	5	13	2	5	76	1	9	21	3	59	150	2	48	9	69	0	5	1	72	123	16	10	41	1167	15	17	0	475	0	2	172	0	13	37	180	21	23	3	11	259	1	33	54	4	139	276	13	138	12	924	0	14	1	167	305	34	17	80	3440
41st Precinct	2012	3	0	21	0	46	0	0	163	2	0	4	43	0	15	1	0	45	3	1	2	3	19	100	0	20	8	64	9	2	7	55	48	15	2	7	705	2	69	0	138	0	0	548	8	0	13	93	1	85	1	1	152	8	5	7	7	69	211	9	87	14	147	32	8	17	178	139	41	11	38	2139
42nd Precinct	2012	3	0	4	0	110	2	0	74	0	0	0	109	0	2	4	2	146	0	0	0	0	14	82	14	43	3	79	0	0	1	22	39	14	1	31	796	0	11	0	302	2	0	192	0	0	2	273	0	5	7	2	461	0	9	4	1	47	261	58	66	3	254	1	0	19	76	119	46	3	80	2304
43rd Precinct	2012	3	2	273	0	33	4	0	27	2	0	14	54	0	210	0	0	71	4	4	0	0	20	117	0	5	4	54	2	8	3	18	71	9	2	28	1039	7	490	0	126	7	0	118	8	7	42	134	0	679	2	0	220	9	10	3	2	57	333	5	37	8	171	5	39	7	45	228	26	9	134	2968
